"atc","parent","sv","en"
"QI01AA19","QI01AA","Infektiöst fågelbronkitvirus + Infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus / paramyxovirus + egg drop syndrome-virus","Avian infectious bronchitis virus + avian infectious bursal (gumboro) disease virus + newcastle disease virus / paramyxovirus + avian adenovirus"
"QI01AA20","QI01AA","Newcastlesjukevirus / paramyxovirus + fågelrhinotrakeitvirus","Newcastle disease virus / paramyxovirus + avian rhinotracheitis virus"
"QI01AA21","QI01AA","Infektiöst fågelbronkitvirus + Newcastlesjukevirus/paramyxovirus + fågelrhinotrakeitvirus","Avian infectious bronchitis virus + Newcastle disease virus/paramyxovirus + avian rhinotracheitis virus"
"QI01AA22","QI01AA","Infektiöst fågelbursitvirus (Gumborosjuka) + fågelreovirus","Avian infectious bursal (gumboro) disease virus + avian reovirus"
"QI01AA23","QI01AA","Fågelinfluensavirusvaccin","Avian influenza virus"
"QI01AA24","QI01AA","Infektiöst fågelbronkitvirus + infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus / paramyxovirus + fågelreovirus + fågeladenovirus + fågelrhinotrakeitvirus","Avian infectious bronchitis virus + avian infectious bursal (gumboro) disease virus + newcastle disease virus / paramyxovirus + avian reovirus + avian adenovirus + avian rhinotracheitis virus"
"QI01AA25","QI01AA","Infektiöst fågelbronkitvirus + infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus / paramyxovirus + fågelreovirus + fågeladenovirus","Avian infectious bronchitis virus + avian infectious bursal (gumboro) disease virus + newcastle disease virus / paramyxovirus + avian reovirus + avian adenovirus"
"QI01AA26","QI01AA","Infektiöst fågelbronkitvirus + infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus / paramyxovirus + fågelreovirus + fågelrhinotrakeitvirus","Avian infectious bronchitis virus + avian infectious bursal (gumboro) disease virus + newcastle disease virus / paramyxovirus + avian reovirus + avian rhinotracheitis virus"
"QI01AB","QI01A","Inaktiverade bakteriella vacciner (inklusive Mycoplasma, Toxoid och Chlamydia)","Inactivated bacterial vaccines (including Mycoplasma, Toxoid and Chlamydia)"
"QI01AB01","QI01AB","Salmonella","Salmonella"
"QI01AB02","QI01AB","Pasteurella","Pasteurella"
"QI01AB03","QI01AB","Mykoplasma","Mycoplasma"
"QI01AB04","QI01AB","Haemophilus","Haemophilus"
"QI01AB05","QI01AB","Escherichia","Escherichia"
"QI01AB06","QI01AB","Erysipelothrix","Erysipelothrix"
"QI01AB07","QI01AB","Ornitobakterievaccin","Ornithobacterium vaccine"
"QI01AB08","QI01AB","Clostridium","Clostridium"
"QI01AC","QI01A","Inaktiverade bakteriella vacciner och antisera","Inactivated bacterial vaccines and antisera"
"QI01AD","QI01A","Levande virala vacciner","Live viral vaccines"
"QI01AD01","QI01AD","Fågelrhinotrakeitvirus","Avian rhinotracheitis virus"
"QI01AD02","QI01AD","Fågelencefalomyelitvirus","Avian encephalomyelitis virus"
"QI01AD03","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom)","Avian herpes virus (Mareks disease)"
"QI01AD04","QI01AD","Kycklinganemivirus (Blåvingesjuka)","Chicken anaemia"
"QI01AD05","QI01AD","Fågeladenovirus","Avian adenovirus"
"QI01AD06","QI01AD","Newcastlesjukevirus / paramyxovirus","Newcastle disease virus / paramyxovirus"
"QI01AD07","QI01AD","Infektiöst fågelbronkitvirus","Avian infectious bronchitis virus"
"QI01AD08","QI01AD","Infektiöst fågellaryngotrakeitvirus","Avian infectious laryngotracheitis virus"
"QI01AD09","QI01AD","Infektiöst fågelbursitvirus (Gumborosjuka)","Avian infectious bursal disease virus (Gumboro disease)"
"QI01AD10","QI01AD","Fågelreovirus","Avian reovirus"
"QI01AD11","QI01AD","Infektiöst fågelbronkitvirus + Newcastlesjukevirus / paramyxovirus","Avian infectious bronchitis virus + newcastle disease virus / paramyxovirus"
"QI01AD12","QI01AD","Fågelpoxvirus","Avian pox virus"
"QI01AD13","QI01AD","Fågelleukosvirus","Avian leucosis virus"
"QI01AD14","QI01AD","Fågelhårcellsleukemi","Avian reticuloendotheliosis"
"QI01AD15","QI01AD","Infektiöst fågelbursitvirus (Gumborosjuka) + fågelherpesvirus (Mareks sjukdom)","Avian infectious bursal disease virus (Gumboro disease) + avian herpesvirus (Mareks disease)"
"QI01AD16","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom) + infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus/paramyxovirus","Avian herpes virus (Mareks disease) + avian infectious bursal disease virus (gumboro disease) + newcastle disease virus/paramyxovirus"
"QI01AD17","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom) + infektiöst fågellaryngotrakeitvirus) + Newcastlesjukevirus/paramyxovirus","Avian herpes virus (marek’s disease) + avian infectious laryngotracheitis virus + newcastle disease virus/paramyxovirus"
"QI01AD18","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom) + infektiöst fågellaryngotrakeitvirus + infektiöst fågelbursitvirus (Gumborosjuka)","Avian herpes virus (marek's disease) + avian infectious laryngotracheitis virus + avian infectious bursal disease virus (gumboro) disease"
"QI01AD19","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom) + infektiöst fågellaryngotrakeitvirus","Avian herpes virus (marek’s disease) + avian infectious laryngotracheitis virus"
"QI01AD20","QI01AD","Fågelherpesvirus (Hönsförlamning/Mareks sjukdom) + infektiöst fågellaryngotrakeitvirus + infektiöst fågelbursitvirus (Gumborosjuka) + Newcastlesjukevirus / paramyxovirus","Avian herpes virus (marek's disease) + avian infectious laryngotracheitis virus + avian infectious bursal disease virus (gumboro) disease + newcastle disease virus/paramyxovirus"
"QI01AE","QI01A","Levande bakteriella vacciner","Live bacterial vaccines"
"QI01AE01","QI01AE","Salmonella","Salmonella"
"QI01AE02","QI01AE","Pasteurella","Pasteurella"
"QI01AE03","QI01AE","Mykoplasmavaccin","Mycoplasma"
"QI01AE04","QI01AE","Escherichiavaccin","Escherichia"
"QI01AE05","QI01AE","Erysipelothrix","Erysipelothrix"
"QI01AF","QI01A","Levande bakteriella och virala vacciner","Live bacterial and viral vaccines"
"QI01AG","QI01A","Levande och inaktiverade bakteriella vacciner","Live and inactivated bacterial vaccines"
"QI01AH","QI01A","Levande och inaktiverade virala vacciner","Live and inactivated viral vaccines"
"QI01AI","QI01A","Levande virala och inaktiverade bakteriella vacciner","Live viral and inactivated bacterial vaccines"
"QI01AJ","QI01A","Levande och inaktiverade virala och bakteriella vacciner","Live and inactivated viral and bacterial vaccines"
"QI01AK","QI01A","Inaktiverade virala och levande bakteriella vacciner","Inactivated viral and live bacterial vaccines"
"QI01AL","QI01A","Inaktiverade virala och inaktiverade bakteriella vacciner","Inactivated viral and inactivated bacterial vaccines"
"QI01AL01","QI01AL","Newcastlesjukevirus / paramyxovirus + escherichia + pasteurella","Newcastle disease virus / paramyxovirus + escherichia + pasteurella"
"QI01AL02","QI01AL","Newcastlesjukevirus / paramyxovirus + aviärt infektiöst bronkitvirus + haemophilus","Newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + haemophilus"
"QI01AL03","QI01AL","Newcastlesjukevirus / paramyxovirus + haemophilus","Newcastle disease virus / paramyxovirus + haemophilus"
"QI01AL04","QI01AL","Newcastlesjukevirus / paramyxovirus + pasteurella","Newcastle disease virus / paramyxovirus + pasteurella"
"QI01AL05","QI01AL","Newcastlesjukevirus / paramyxovirus + infektiös fågelbronkit + egg drop syndrome-virus + haemophilus","Newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + avian adenovirus + haemophilus"
"QI01AL06","QI01AL","Newcastlesjukevirus / paramyxovirus + infektiös fågelbronkit + escherichia + pasteurella","Newcastle disease virus / paramyxovirus + avian infectious bronchitis virus + escherichia + pasteurella"
"QI01AL07","QI01AL","Newcastlesjukevirus/paramyxovirus + salmonella + pasteurella","Newcastle disease virus/paramyxovirus + salmonella + pasteurella"
"QI01AM","QI01A","Antisera, immunglobulinpreparat och antitoxiner","Antisera, immunoglobulin preparations, and antitoxins"
"QI01AN","QI01A","Levande parasitära vacciner","Live parasitic vaccines"
"QI01AN01","QI01AN","Koccidier","Coccidia"
"QI01AO","QI01A","Inaktiverade parasiter","Inactivated parasitic"
"QI01AO01","QI01AO","Koccidier","Coccidia"
"QI01AP","QI01A","Levande vacciner mot svampsjukdomar","Live fungal vaccines"
"QI01AQ","QI01A","Inaktiverade vacciner mot svampsjukdomar","Inactivated fungal vaccines"
"QI01AR","QI01A","In vivo diagnostika","In vivo diagnostic preparations"
"QI01AS","QI01A","Allergener","Allergens"
"QI01AU","QI01A","Övriga levande vacciner","Other live vaccines"
"QI01AV","QI01A","Övriga inaktiverade vacciner","Other inactivated vaccines"
"QI01AX","QI01A","Övriga immunologiska medel","Other immunologicals"
"QI01B","QI01","Anka","Duck"
"QI01BA","QI01B","Inaktiverade virala vacciner","Inactivated viral vaccines"
"QI01BA01","QI01BA","Ankparvovirus + gåsparvovirus","Duck parvovirus + goose parvovirus"
"QI01BB","QI01B","Inaktiverade bakteriella vacciner (inklusive Mycoplasma, Toxoid och Chlamydia)","Inactivated bacterial vaccines (including Mycoplasma, Toxoid and Chlamydia)"
"QI01BB01","QI01BB","Clostridium","Clostridium"
"QI01BC","QI01B","Inaktiverade bakteriella vacciner och antisera","Inactivated bacterial vaccines and antisera"
"QI01BD","QI01B","Levande virala vacciner","Live viral vaccines"
"QI01BD01","QI01BD","Ankenteritvirus","Duck enteritis virus"
"QI01BD02","QI01BD","Ankhepatitvirus","Duck hepatitis virus"
"QI01BD03","QI01BD","Ankparvovirus","Duck parvovirus"
"QI01BE","QI01B","Levande bakteriella vacciner","Live bacterial vaccines"
"QI01BF","QI01B","Levande bakteriella och virala vacciner","Live bacterial and viral vaccines"
"QI01BG","QI01B","Levande och inaktiverade bakteriella vacciner","Live and inactivated bacterial vaccines"
"QI01BH","QI01B","Levande och inaktiverade virala vacciner","Live and inactivated viral vaccines"
"QI01BH01","QI01BH","Levande gåsparvovirus + inaktiverat ankparvovirus","Live goose parvovirus + inactivated duck parvovirus"
"QI01BI","QI01B","Levande virala och inaktiverade bakteriella vacciner","Live viral and inactivated bacterial vaccines"
"QI01BJ","QI01B","Levande och inaktiverade virala och bakteriella vacciner","Live and inactivated viral and bacterial vaccines"
"QI01BK","QI01B","Inaktiverade virala och levande bakteriella vacciner","Inactivated viral and live bacterial vaccines"
"QI01BL","QI01B","Inaktiverade virala och inaktiverade bakteriella vacciner","Inactivated viral and inactivated bacterial vaccines"
"QI01BM","QI01B","Antisera, immunglobulinpreparat och antitoxiner","Antisera, immunoglobulin preparations, and antitoxins"
"QI01BN","QI01B","Levande parasitära vacciner","Live parasitic vaccines"
"QI01BO","QI01B","Inaktiverade parasitära vacciner","Inactivated parasitic vaccines"
"QI01BP","QI01B","Levande vacciner mot svampsjukdomar","Live fungal vaccines"
"QI01BQ","QI01B","Inaktiverade vacciner mot svampsjukdomar","Inactivated fungal vaccines"
"QI01BR","QI01B","In vivo diagnostika","In vivo diagnostic preparations"
"QI01BS","QI01B","Allergener","Allergens"
"QI01BU","QI01B","Övriga levande vacciner","Other live vaccines"
"QI01BV","QI01B","Övriga inaktiverade vacciner","Other inactivated vaccines"
"QI01BX","QI01B","Övriga immunologiska medel","Other immunologicals"
"QI01C","QI01","Kalkon","Turkey"
"QI01CA","QI01C","Inaktiverade virala vacciner","Inactivated viral vaccines"
"QI01CA01","QI01CA","Kalkonparamyxovirus","Turkey paramyxovirus"
"QI01CA02","QI01CA","Kalkonparamyxovirus + kalkonrhinotrakeitvirus","Turkey paramyxovirus + turkey rhinotracheitis virus"
"QI01CA03","QI01CA","Newcastlesjukevirus / paramyxovirus + egg drop syndrome-virus","Newcastle disease virus / paramyxovirus + avian adenovirus"
"QI01CB","QI01C","Inaktiverade bakteriella vacciner (inklusive Mycoplasma, Toxoid och Chlamydia)","Inactivated bacterial vaccines (including Mycoplasma, Toxoid and Chlamydia)"
"QI01CB01","QI01CB","Pasteurella + erysipelothrix","Pasteurella + erysipelothrix"
"QI01CB02","QI01CB","Erysipelothrix","Erysipelothrix"
"QI01CC","QI01C","Inaktiverade bakteriella vacciner och antisera","Inactivated bacterial vaccines and antisera"
"QI01CD","QI01C","Levande virala vacciner","Live viral vaccines"
"QI01CD01","QI01CD","Kalkonrhinotrakeitvirus","Turkey rhinotracheitis virus"
"QI01CD02","QI01CD","Kalkonherpesvirus","Turkey herpes virus"
"QI01CE","QI01C","Levande bakteriella vacciner","Live bacterial vaccines"
"QI01CF","QI01C","Levande bakteriella och virala vacciner","Live bacterial and viral vaccines"
"QI01CG","QI01C","Levande och inaktiverade bakteriella vacciner","Live and inactivated bacterial vaccines"
"QI01CH","QI01C","Levande och inaktiverade virala vacciner","Live and inactivated viral vaccines"
"QI01CI","QI01C","Levande virala och inaktiverade bakteriella vacciner","Live viral and inactivated bacterial vaccines"
"QI01CJ","QI01C","Levande och inaktiverade virala och bakteriella vacciner","Live and inactivated viral and bacterial vaccines"
"QI01CK","QI01C","Inaktiverade virala och levande bakteriella vacciner","Inactivated viral and live bacterial vaccines"
"QI01CL","QI01C","Inaktiverade virala och inaktiverade bakteriella vacciner","Inactivated viral and inactivated bacterial vaccines"
"QI01CL01","QI01CL","Newcastlesjukevirus / paramyxovirus + egg drop syndrome-virus + fågelinfluensavirus + pasteurella","Newcastle disease virus / paramyxovirus + avian adenovirus + avian influenza virus + pasteurella"
"QI01CM","QI01C","Antisera, immunglobulinpreparat och antitoxiner","Antisera, immunoglobulin preparations, and antitoxins"
"QI01CN","QI01C","Levande parasitära vacciner","Live parasitic vaccines"
"QI01CO","QI01C","Inaktiverade parasitära vacciner","Inactivated parasitic vaccines"
"QI01CP","QI01C","Levande vacciner mot svampsjukdomar","Live fungal vaccines"
"QI01CQ","QI01C","Inaktiverade vacciner mot svampsjukdomar","Inactivated fungal vaccines"
"QI01CR","QI01C","In vivo diagnostika","In vivo diagnostic preparations"
"QI01CS","QI01C","Allergener","Allergens"
"QI01CU","QI01C","Övriga levande vacciner","Other live vaccines"
"QI01CV","QI01C","Övriga inaktiverade vacciner","Other inactivated vaccines"
"QI01CX","QI01C","Övriga immunologiska medel","Other immunologicals"
"QI01D","QI01","Gås","Goose"
"QI01DA","QI01D","Inaktiverade virala vaciiner","Inactivated viral vaccines"
"QI01DB","QI01D","Inaktiverade bakteriella vacciner (inklusive Mycoplasma, Toxoid och Chlamydia)","Inactivated bacterial vaccines (including Mycoplasma, Toxoid and Chlamydia)"
"QI01DC","QI01D","Inaktiverade bakteriella vacciner och antisera","Inactivated bacterial vaccines and antisera"
"QI01DD","QI01D","Levande virala vacciner","Live viral vaccines"
"QI01DD01","QI01DD","Gåsparvovirus","Goose parvovirus"
"QI01DE","QI01D","Levande bakteriella vacciner","Live bacterial vaccines"
"QI01DF","QI01D","Levande bakteriella och virala vacciner","Live bacterial and viral vaccines"
"QI01DG","QI01D","Levande och inaktiverade bakteriella vacciner","Live and inactivated bacterial vaccines"
"QI01DH","QI01D","Levande och inaktiverade virala vacciner","Live and inactivated viral vaccines"
"QI01DI","QI01D","Levande virala och inaktiverade bakteriella vacciner","Live viral and inactivated bacterial vaccines"
"QI01DJ","QI01D","Levande och inaktiverade virala och bakteriella vacciner","Live and inactivated viral and bacterial vaccines"
"QI01DK","QI01D","Inaktiverade virala och levande bakteriella vacciner","Inactivated viral and live bacterial vaccines"
"QI01DL","QI01D","Inaktiverade virala och inaktiverade bakteriella vacciner","Inactivated viral and inactivated bacterial vaccines"
"QI01DM","QI01D","Antisera, immunglobulinpreparat och antitoxiner","Antisera, immunoglobulin preparations, and antitoxins"
"QI01DM01","QI01DM","Gåsparvovirus antiserum","Goose parvovirus antiserum"
"QI01DN","QI01D","Levande parasitära vacciner","Live parasitic vaccines"
"QI01DO","QI01D","Inaktiverade parasitära vacciner","Inactivated parasitic vaccines"
"QI01DP","QI01D","Levande vacciner mot svampsjukdomar","Live fungal vaccines"
"QI01DQ","QI01D","Inaktiverade vacciner mot svampsjukdomar","Inactivated fungal vaccines"
"QI01DR","QI01D","In vivo diagnostika","In vivo diagnostic preparations"
"QI01DS","QI01D","Allergener","Allergens"
"QI01DU","QI01D","Övriga levande vacciner","Other live vaccines"
"QI01DV","QI01D","Övriga inaktiverade vacciner","Other inactivated vaccines"
"QI01DX","QI01D","Övriga immunologiska medel","Other immunologicals"
"QI01E","QI01","Duva","Pigeon"
"QI01EA","QI01E","Inaktiverade virala vaciiner","Inactivated viral vaccines"
"QI01EA01","QI01EA","Duvparamyxovirus","Pigeon paramyxovirus"
"QI01EB","QI01E","Inaktiverade bakteriella vacciner (inklusive Mycoplasma, Toxoid och Chlamydia)","Inactivated bacterial vaccines (including Mycoplasma, Toxoid and Chlamydia)"
"QI01EC","QI01E","Inaktiverade bakteriella vacciner och antisera","Inactivated bacterial vaccines and antisera"
"QI01ED","QI01E","Levande virala vacciner","Live viral vaccines"
"QI01ED01","QI01ED","Duvpoxvirus","Pigeon pox virus"
"QI01EE","QI01E","Levande bakteriella vacciner","Live bacterial vaccines"
"QI01EE01","QI01EE","Salmonella","Salmonella"
"QI01EF","QI01E","Levande bakteriella och virala vacciner","Live bacterial and viral vaccines"
"QI01EG","QI01E","Levande och inaktiverade bakteriella vacciner","Live and inactivated bacterial vaccines"
"QI01EH","QI01E","Levande och inaktiverade virala vacciner","Live and inactivated viral vaccines"
"QI01EH01","QI01EH","Duvpoxvirus, levande + duvparamyxovirus, inaktiverat","Live pigeon pox virus + inactivated pigeon paramyxovirus"
"QI01EI","QI01E","Levande virala och inaktiverade bakteriella vacciner","Live viral and inactivated bacterial vaccines"
"QI01EJ","QI01E","Levande och inaktiverade virala och bakteriella vacciner","Live and inactivated viral and bacterial vaccines"
"QI01EK","QI01E","Inaktiverade virala och levande bakteriella vacciner","Inactivated viral and live bacterial vaccines"
"QI01EL","QI01E","Inaktiverade virala och inaktiverade bakteriella vacciner","Inactivated viral and inactivated bacterial vaccines"
"QI01EM","QI01E","Antisera, immunglobulinpreparat och antitoxiner","Antisera, immunoglobulin preparations, and antitoxins"
"QI01EN","QI01E","Levande parasitära vacciner","Live parasitic vaccines"
"QI01EO","QI01E","Inaktiverade parasitära vacciner","Inactivated parasitic vaccines"
"QI01EP","QI01E","Levande vacciner mot svampsjukdomar","Live fungal vaccines"
"QI01EQ","QI01E","Inaktiverade vacciner mot svampsjukdomar","Inactivated fungal vaccines"
"QI01ER","QI01E","In vivo diagnostika","In vivo diagnostic preparations"
"QI01ES","QI01E","Allergener","Allergens"
"QI01EU","QI01E","Övriga levande vacciner","Other live vaccines"
"QI01EV","QI01E","Övriga inaktiverade vacciner","Other inactivated vaccines"
"QI01EX","QI01E","Övriga immunologiska medel","Other immunologicals"
"QI01F","QI01","Fasan","Pheasant"
"QI01G","QI01","Vaktel","Quail"
"QI01H","QI01","Rapphöna","Partridge"
"QI01I","QI01","Struts","Ostrich"
"QI01K","QI01","Sällskapsfåglar","Pet brids"
